id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27779342,Tollcross Edinburgh Apartment,106380823,Jenni,,Tollcross,55.94313,-3.20195,Entire home/apt,250,2,4,2018-08-31,0.67,2,0
27781867,GORGEOUS NEW TOWN apartment 10 mins Princes Street,87762710,Daniel,,Canonmills and New Town North,55.95844,-3.19875,Entire home/apt,100,1,35,2019-02-02,5.83,13,69
27783073,West Nicolson Apartment,124539956,Ingrid,,"Canongate, Southside and Dumbiedykes",55.9452,-3.18561,Entire home/apt,169,2,0,,,1,0
27792068,Beautiful room (art & plants)- Edinburgh Fringe!,172321307,Mark,,Marchmont West,55.93719,-3.19792,Private room,70,5,0,,,1,0
27794852,BEST PENTHOUSE APARTMENT IN TOWN,53975199,Ted And Vanessa,,Morningside and Craighouse,55.9253,-3.21068,Entire home/apt,91,2,3,2019-01-20,0.54,1,330
27797481,Modern 2 Bedroom Property in Central Edinburgh,21457165,Andreas,,Tollcross,55.94368,-3.20659,Entire home/apt,64,2,12,2019-02-09,2.95,1,129
27799719,Spacious Modern Studio Room,49290309,Tony,,"Blackford, West Mains and Mayfield Road",55.92249,-3.16506,Private room,28,2,4,2018-12-22,0.77,6,326
27800955,Chic tenement flat close to Edinburgh city centre,87697102,Joni,,Dalry and Fountainbridge,55.94315,-3.22261,Entire home/apt,110,1,8,2019-02-10,3.24,1,264
27801622,"Colourful Leith Flat, 15 Minutes From City Centre",17585336,Veronica,,Pilrig,55.9663,-3.1761,Private room,25,2,6,2019-01-20,1.01,1,0
27806800,Lovely Vintage Edinburgh Apartment,150848118,Emily,,Hillside and Calton Hill,55.95879,-3.17223,Private room,50,1,8,2018-11-29,1.61,1,90
27807761,Comfortable modern flat handy for city centre,208206339,Huan,,Willowbrae and Duddingston Village,55.95132,-3.14383,Entire home/apt,74,2,14,2019-02-04,2.78,1,138
27810165,New Top Floor Entire Flat with Stunning City View,20907732,Diego,,Meadowbank and Abbeyhill North,55.95876,-3.16754,Entire home/apt,95,2,2,2019-01-02,0.38,2,0
27820225,Holyrood Park Apartment - Edinburgh City Centre,37563463,BnBBuddy,,Abbeyhill,55.95436,-3.16694,Entire home/apt,45,2,24,2019-01-01,4.02,110,256
27823720,Spacious double room close to city centre,210107110,Dominika,,Great Junction Street,55.9724,-3.1727,Private room,50,2,1,2018-08-27,0.18,2,0
27824390,Palace,143289875,Indhira,,"Canongate, Southside and Dumbiedykes",55.94669,-3.17923,Private room,50,1,1,2018-09-06,0.19,3,270
27824855,home,143289875,Indhira,,Easter Road and Hawkhill Avenue,55.9648,-3.16779,Private room,40,5,1,2018-12-30,0.65,3,365
27825606,Behind the Green Door,210120230,Muriel,,Bonaly and The Pentlands,55.90409,-3.27209,Entire home/apt,60,3,3,2019-01-01,0.65,1,260
27826087,Double room - Pleasant and homely (*with Parking*),22244039,Magali,,Gorgie East,55.94341,-3.2239,Private room,49,1,2,2018-08-26,0.34,2,0
27828770,"Arthouse by the Sea - Portobello, Edinburgh",18389697,Tamsin,,Joppa,55.94744,-3.09528,Entire home/apt,55,1,19,2019-02-10,4.38,1,269
27831274,Art Deco Suite for Traveling Creative’s,68349604,Okata,,Slateford and Chesser,55.93111,-3.23661,Private room,35,2,0,,,2,364
27834561,Comfortable double room b&b in north Edinburgh,30372924,Andy,,Drylaw,55.96693,-3.24565,Private room,27,1,6,2018-10-04,1.05,1,85
27835724,Stunning Double Bedroom Edinburgh Apartment,208887252,Kinga,,North Leith and Newhaven,55.97865,-3.18611,Private room,34,2,15,2019-01-01,2.66,1,43
27840388,Quiet Private Room in Edinburgh City Centre Flat,6295073,Russ,,Bruntsfield,55.94025,-3.21271,Private room,45,1,8,2018-09-02,1.36,1,0
27847254,Bright room near the shore,105024882,Thursa,,Western Harbour and Leith Docks,55.97784,-3.17791,Private room,40,1,9,2019-01-01,1.56,1,90
27847762,"Stylish double room with private bathroom, residential private garden & allocated parking in vibrant Leith, Edinburgh",209685598,Mo,,Western Harbour and Leith Docks,55.97972,-3.18168,Private room,42,1,22,2019-01-11,3.91,1,177
27848309,Stunning Edinburgh Home,63391465,Gill,,"Blackford, West Mains and Mayfield Road",55.92965,-3.18334,Private room,60,1,0,,,2,0
27849447,Double mattress in living room +breakfast,114196467,Daniele,,The Inch,55.91899,-3.15743,Private room,23,2,11,2019-02-10,1.89,1,51
27852265,Edinburgh City Apartment - 2 Bed city Centre,175904588,Asif,,New Town East and Gayfield,55.96129,-3.18537,Entire home/apt,120,5,1,2018-08-19,0.17,2,43
27859615,Attractive 2nd floor apartment,97355639,Serge,,Broughton South,55.96329,-3.17835,Entire home/apt,80,2,4,2018-10-28,0.78,4,0
27862817,Beautiful city centre flat by the castle,58207694,Madeleine,,Tollcross,55.94682,-3.20479,Entire home/apt,150,2,12,2019-02-11,2.63,1,155
27863127,double bedroom close to The City Centre,210107110,Dominika,,Great Junction Street,55.97139,-3.17559,Private room,80,1,1,2018-08-26,0.17,2,0
27864922,Attractive Double Room Near City Centre,207102288,Calum,,Balgreen and Roseburn,55.94445,-3.23516,Private room,45,2,2,2018-08-27,0.35,2,0
27869325,Double bedroom in Upper villa City Centre,45748074,Lucie,,Prestonfield,55.93551,-3.16551,Private room,60,1,2,2018-10-14,0.38,1,179
27872499,Entire central one bed flat,61119910,Cara,,Hillside and Calton Hill,55.95897,-3.17912,Entire home/apt,85,2,6,2019-01-01,1.03,1,39
27872872,Leafy Polwarth ground floor apartment,198179222,Amy,,Polwarth,55.9378,-3.22166,Entire home/apt,49,2,24,2019-02-10,4.24,2,315
27873139,Home Away From Home: Crags,57176024,Wayne,,"Canongate, Southside and Dumbiedykes",55.9438,-3.18121,Private room,58,1,16,2018-12-31,2.81,3,0
27881988,Modern flat 15 minutes from city centre,78348231,Emma,,Corstorphine South,55.93431,-3.28274,Entire home/apt,65,2,5,2019-02-03,1.29,2,97
27883534,Large Central Rm (1 of 4 rooms/shared facilities,20001318,Pauline,,"Blackford, West Mains and Mayfield Road",55.92724,-3.17324,Private room,160,3,1,2018-08-26,0.17,8,0
27885410,Heart of the royal mile room,81764745,Jesús,,"Old Town, Princes Street and Leith Street",55.95061,-3.18534,Private room,54,6,2,2018-09-01,0.35,1,0
27886803,Bass House,210666443,Angus,,Hillside and Calton Hill,55.95823,-3.17664,Private room,70,1,0,,,1,0
27887352,A stunning flat in Edinburgh,30226541,Kay,,Great Junction Street,55.97358,-3.17011,Private room,41,1,1,2018-08-23,0.17,2,365
27889265,Central Double (1 of 4 rooms/shared facilities),20001318,Pauline,,"Blackford, West Mains and Mayfield Road",55.92589,-3.17245,Private room,100,3,0,,,8,0
27889747,Edinburgh Double Room - Non Smoking.,186601647,Wattie,,"Gracemount, Southhouse and Burdiehouse",55.90431,-3.16198,Private room,55,3,0,,,4,288
27890120,Central Double (1 of 4 rooms/shared facilities),20001318,Pauline,,"Blackford, West Mains and Mayfield Road",55.92711,-3.17459,Private room,100,1,1,2018-08-26,0.17,8,0
27890904,Central Double (1 of 4 rooms/shared facilities),20001318,Pauline,,"Blackford, West Mains and Mayfield Road",55.92726,-3.1732,Private room,83,3,2,2018-09-14,0.35,8,0
27891379,Art Deco Suite for Traveling Creatives,35053717,Okata,,Slateford and Chesser,55.93132,-3.23546,Private room,25,3,3,2018-10-19,0.52,2,365
27892053,Cozy double bedroom in semidetached house.,210697253,Grzegorz,,Granton West and Salvesen,55.9727,-3.2455,Private room,25,1,37,2019-01-28,6.57,1,167
27893384,Central apartment near haymarket  train station,154651401,Lynne,,Dalry and Fountainbridge,55.94369,-3.2165,Entire home/apt,85,1,27,2019-02-04,4.76,1,294
27894202,Beautifully presented West End apartment,190083670,Sam,,Deans Village,55.94927,-3.21138,Entire home/apt,99,3,15,2019-02-05,3.02,37,58
27898918,Home Away From Home: Calton,57176024,Wayne,,"Canongate, Southside and Dumbiedykes",55.94371,-3.1796,Private room,48,1,3,2019-01-03,0.53,3,0
27903192,Double Room 10 minute drive from airport,78348231,Emma,,Corstorphine South,55.93488,-3.28407,Private room,35,1,16,2018-11-29,2.79,2,0
27903553,2 spacious rooms for rent Edinburgh city center,210768723,Blair,,Great Junction Street,55.97278,-3.17558,Private room,60,1,1,2018-09-24,0.21,1,363
27903718,Single room - 20mins to Edinburgh City Centre,86716424,Vanessa,,Slateford and Chesser,55.92538,-3.25709,Private room,20,2,1,2018-09-06,0.19,1,89
27905675,Double bedroom in leith,83214333,Federica,,Hillside and Calton Hill,55.95932,-3.17055,Private room,25,1,6,2018-10-01,1.18,1,0
27914693,Room at the top in Edinburgh townhouse,144816084,Mara,,Leith (Hermitage and Prospect Bank),55.96918,-3.15267,Private room,50,2,2,2019-01-01,0.82,3,89
27915963,Charming flat at Edinburgh's seaside,13265545,Ian,,Joppa,55.95062,-3.10857,Entire home/apt,60,1,0,,,2,345
27919348,Dundas Castle Boathouse,210889139,Dundas Castle,,"Dalmeny, Kirkliston and Newbridge",55.97448,-3.41396,Entire home/apt,195,1,4,2019-01-04,1.08,1,275
27919407,Old Town West Port Apartment,210658698,Melissa,,Tollcross,55.94554,-3.19914,Entire home/apt,69,3,27,2019-02-10,5.36,1,127
27921185,Homely flat with Patio in the Centre of Edinburgh!,210872175,Vinit,,Canonmills and New Town North,55.95848,-3.19998,Entire home/apt,100,2,2,2018-09-16,0.37,1,0
27921836,Bright and charming 2 bed in vibrant Leith,2803600,Glenham,,The Shore and Constitution Street,55.97753,-3.16726,Entire home/apt,135,3,12,2019-02-04,2.32,8,106
27924663,Entire flat in central area,56723370,Rosa,,"Canongate, Southside and Dumbiedykes",55.94238,-3.17918,Entire home/apt,37,6,11,2018-11-06,1.90,2,7
27945575,Central Edinburgh Apartment Sleeps up to 8,10554332,Marlene,,"Old Town, Princes Street and Leith Street",55.94892,-3.19211,Entire home/apt,116,2,6,2019-01-02,1.32,1,83
27948226,Lovely double room in great location (with cats!).,211101802,Hollie,,Dalry and Fountainbridge,55.94095,-3.21242,Private room,41,1,18,2018-11-02,3.12,1,0
27950466,"CHARMING & SPACIOUS 4br, 2min Walk to MEADOWS!",210357618,Rachael,,Marchmont West,55.93924,-3.19829,Entire home/apt,140,1,31,2019-02-03,5.34,1,40
27951463,Beautiful 1 Bedroom Flat in Historic Building,65947530,Sarah,,Deans Village,55.94643,-3.2259,Entire home/apt,55,2,7,2019-01-02,2.39,1,104
27953203,Great location! 2bed next to the Castle,37563463,BnBBuddy,,Tollcross,55.94596,-3.20316,Entire home/apt,65,2,8,2018-12-30,1.82,110,166
27953651,Britannia Quay Apratment,119073161,Jill,,North Leith and Newhaven,55.97926,-3.18277,Entire home/apt,200,2,1,2019-01-02,0.70,1,301
27954386,Edinburgh Apartment Room No.1,211150028,Tony,,Pilrig,55.96686,-3.17918,Private room,43,1,3,2018-12-09,0.58,4,84
27955967,Edinburgh Apartment Room No.2,211150028,Tony,,Pilrig,55.96626,-3.18055,Private room,43,2,8,2019-02-10,1.49,4,90
27956642,Edinburgh Apartment Room No.3,211150028,Tony,,Pilrig,55.96672,-3.18071,Private room,43,2,8,2018-12-30,1.49,4,89
27958102,Sunny double room.,99881034,Michał,,Currie West,55.91368,-3.29239,Private room,25,3,1,2019-01-01,0.68,2,358
27959281,Edinburgh Botanics,211183193,Elena,,"Inverleith, Goldenacre and Warriston",55.97001,-3.20673,Entire home/apt,100,2,1,2019-01-01,0.68,1,88
27961847,home,143289875,Indhira,,Morningside and Craighouse,55.92177,-3.21963,Private room,40,3,0,,,3,365
27962582,A Room in a Luxurious Apartment on the Shore,26097161,Suzi,,The Shore and Constitution Street,55.97574,-3.17252,Private room,45,1,3,2018-09-14,0.56,2,80
27965992,Private room in Edinburgh house with big garden,97310997,Tomas,,"Gracemount, Southhouse and Burdiehouse",55.89916,-3.15572,Private room,45,1,0,,,1,0
27973178,"Bold & Beautiful: Renovated Flat, 1700s Courtyard",120890977,Louise,,Marchmont East and Sciennes,55.93814,-3.18163,Entire home/apt,79,2,6,2018-12-03,1.15,1,52
27975673,Go for adventure with VanGo Campers [4],206823044,Vango Campers - Filip & Adam,,Western Harbour and Leith Docks,55.9802,-3.18229,Entire home/apt,65,3,0,,,1,230
27976317,Rose Street - Super Little Pad,236828,Francois,,"Old Town, Princes Street and Leith Street",55.95115,-3.20093,Entire home/apt,120,3,7,2019-02-11,1.23,6,36
27979134,Fantastic 3 bed/3 bath in Edinburgh w/free parking,210942311,Alan,,Slateford and Chesser,55.9288,-3.23962,Entire home/apt,80,1,9,2018-12-29,1.58,1,173
27982424,CENTRAL LUXURY 3br STOCKBRIDGE APARTMENT,141648303,David,,New Town West,55.95515,-3.20919,Entire home/apt,100,1,30,2019-02-03,5.49,2,73
27994225,Edinburgh open planned home with hot tub,98959704,Kirsty,,Duddingston and Portobello South,55.94095,-3.1226,Entire home/apt,300,3,3,2019-01-06,1.84,1,18
27998008,Tranquil Newington Flat close to the City Centre,211461076,Ruth & Shenando,,Meadows and Southside,55.94136,-3.17856,Private room,45,1,11,2019-01-16,2.50,1,105
27998820,OPPORTUNITY! Amazing Two Bedroom Flat In New Town,130135746,Mat,,Gorgie East,55.94093,-3.22502,Entire home/apt,85,1,0,,,7,12
28000400,PJs Airbnb Edinburgh,211473871,Philip,,Boswall and Pilton,55.97465,-3.21659,Private room,50,1,8,2018-11-26,1.51,1,89
28001511,"★Heart of CityCentre, close to Castle & Royal Mile",201600360,David,,"Old Town, Princes Street and Leith Street",55.95369,-3.19793,Entire home/apt,130,1,50,2019-02-10,9.20,7,197
28002452,Bright double room in modern Edinburgh house,8270823,Laura,,Blackhall,55.96151,-3.25497,Private room,45,1,0,,,3,173
28003115,"Gorgeous Large 2 BD Apartment, Haymarket -Sleeps 4",202926456,Stewart,,Deans Village,55.94593,-3.21878,Entire home/apt,80,2,12,2019-02-03,2.22,1,147
28005523,Bright and spacious central Edinburgh apartment,40457747,Kristin,,"Old Town, Princes Street and Leith Street",55.94603,-3.18983,Entire home/apt,60,2,14,2019-01-28,3.02,1,161
28006757,Centre of New Town and Edinburgh,69312755,Michael,,New Town West,55.95348,-3.20116,Private room,99,1,3,2018-09-15,0.52,2,0
28027916,South East Edinburgh rooms,103728732,Lesley,,"Gracemount, Southhouse and Burdiehouse",55.90038,-3.15666,Private room,30,2,2,2018-10-31,0.42,1,164
28038114,City centre room for Solo Female Travellers,17506187,Jackie,,Canonmills and New Town North,55.96026,-3.19717,Private room,35,2,0,,,1,11
28038601,Beautiful double room with en-suite,142957409,John,,Craiglockhart,55.93049,-3.22921,Private room,55,2,0,,,3,66
28039775,Perfect place for a base to explore Edinburgh.,195470173,Rowie,,Western Harbour and Leith Docks,55.97986,-3.18601,Entire home/apt,50,2,0,,,1,291
28040968,Splendid apartment in central location,65786123,Emmerich,,Canonmills and New Town North,55.95826,-3.20087,Entire home/apt,126,2,1,2018-10-25,0.27,2,1
28042912,Stylish Double Room Close to City Centre,2045437,Isabella,,Comely Bank,55.95718,-3.22276,Private room,40,1,6,2019-01-04,1.38,1,2
28043496,"Cosy, Bright, 3 Bedroom House in Central Location",194447037,Alberto & Jess,,"Craigleith, Orchard Brae and Crewe Toll",55.9573,-3.23004,Entire home/apt,110,5,0,,,2,0
28044501,Spacious double room in Morningside,148267432,Martina,,Morningside and Craighouse,55.92304,-3.21082,Private room,40,1,2,2018-11-19,0.63,1,83
28045664,"Eclectic, artistic, bohemian flat overlooking park",201805247,Tara,,Western Harbour and Leith Docks,55.97015,-3.15876,Private room,30,1,27,2019-02-09,5.87,2,81
28048325,2 bed New Town / Stockbridge / Christmas Markets,211663033,Tom,,Canonmills and New Town North,55.96083,-3.19726,Entire home/apt,85,3,9,2019-01-02,1.71,1,0
28051503,"Eve's Old Fishmarket Close, Old Town",211829569,Eva,,"Old Town, Princes Street and Leith Street",55.94995,-3.19021,Entire home/apt,110,2,9,2019-01-05,1.99,1,290
28051842,Modern 1 bed Leith flat with balcony by The Shore,92268282,Hamish,,The Shore and Constitution Street,55.97348,-3.16248,Entire home/apt,90,2,2,2018-09-06,0.35,1,83
28053985,Stunning self-contained ensuite studio,100374529,Hilary,,Bruntsfield,55.94014,-3.21407,Private room,45,3,0,,,1,284
28061454,"Pilrig Morden, Convienint flat(6)people",211150028,Tony,,Pilrig,55.96528,-3.17957,Entire home/apt,200,2,5,2019-01-02,1.15,4,90
28063209,Luxury Edinburgh City Centre En-Suite Room,206115514,Numan,,Broughton North and Powderhall,55.96169,-3.19251,Private room,60,1,43,2019-02-04,7.77,5,26
28066920,Edinburgh City Centre En-Suite Room,206115514,Numan,,Broughton South,55.96211,-3.19075,Private room,44,1,26,2018-12-16,4.64,5,0
28070755,"Ground floor, 1 bedroom Edinburgh Apartment",20685574,Robert,,Gorgie East,55.94028,-3.22693,Entire home/apt,90,3,1,2019-01-01,0.68,3,355
28072489,"Spacious, bright City/ Leith Walk Apartment",80412440,Catherine,,Leith (Albert Street),55.96465,-3.17658,Entire home/apt,110,2,0,,,1,0
28072742,Double Room Next to Murrayfield Stadium,207102288,Calum,,Balgreen and Roseburn,55.94491,-3.23564,Private room,30,2,10,2019-01-01,1.86,2,61
28074256,Crags View Apartment,130895130,Craig,,"Old Town, Princes Street and Leith Street",55.94981,-3.18341,Entire home/apt,60,1,4,2019-02-01,2.14,2,0
28074612,Edinburgh Apartment,211106163,Iain,,Hillside and Calton Hill,55.95947,-3.17087,Entire home/apt,60,1,8,2019-01-01,1.52,1,0
28079792,House,212117095,Laura,,East Craigs South,55.94762,-3.30289,Entire home/apt,65,2,8,2019-01-01,1.59,1,264
28091197,city center apartment near to castle,69495236,Sisi,,Tollcross,55.94669,-3.20206,Entire home/apt,110,2,0,,,1,89
28091885,Beautiful Edinburgh Apartment in Stockbridge,47013983,Matthew,,Stockbridge,55.95934,-3.20822,Entire home/apt,45,2,20,2019-01-14,4.00,1,167
28095060,Perfectly imperfect city flat. Experienced hosts.,2105492,Mhairi,,Balgreen and Roseburn,55.94416,-3.23396,Entire home/apt,60,5,4,2019-01-03,0.90,2,327
28095922,City center Victoria apartment near to castle,46597666,Sisi,,Tollcross,55.94666,-3.20246,Entire home/apt,110,2,22,2019-02-10,4.37,1,64
28095934,Spacious three-bedroom apartment three minutes' walk from Princes Street,3347799,Katie,,Deans Village,55.95255,-3.20334,Entire home/apt,155,1,8,2019-02-10,1.85,33,286
28099460,Central double bed with ensuite and great views,212252762,Daniel,,"Old Town, Princes Street and Leith Street",55.95658,-3.19122,Private room,37,1,43,2019-01-18,9.63,5,243
28099607,Clean comfortable double room in friendly house,211965405,Avril,,Gilmerton South and the Murrays,55.89222,-3.1598,Private room,30,2,7,2019-01-01,1.33,1,348
28105451,Cozy Room in Edinburgh City Centre,206115514,Numan,,New Town East and Gayfield,55.96138,-3.19196,Private room,38,1,29,2019-02-04,5.65,5,32
28106646,Double living room/bedroom for short let.,144644575,Relia,,Craigmillar,55.93062,-3.11876,Private room,23,1,2,2019-01-04,0.37,4,179
28122626,Dbl Room in Modern Apt The Shore Leith with puppy!,17034018,Ruth,,The Shore and Constitution Street,55.97564,-3.16419,Private room,55,2,2,2019-01-01,0.38,2,167
28127033,Large double room in modern flat overlooking park,17784329,Siobhan,,Shandon,55.9353,-3.22647,Private room,30,1,1,2019-02-13,1,1,0
28129393,Lovely Bright Flat in Edinburgh,209479239,Cristiano,,Gorgie West,55.93713,-3.23586,Entire home/apt,60,7,1,2018-10-21,0.26,2,0
28130481,"City centre King size bed + 2 singles, huge room",212252762,Daniel,,"Old Town, Princes Street and Leith Street",55.95664,-3.19135,Private room,43,1,49,2019-02-03,10.89,5,203
28131157,City Centre Beautiful Double Bed in Town House,212252762,Daniel,,New Town East and Gayfield,55.95855,-3.19026,Private room,39,1,51,2019-01-30,11.33,5,289
28131386,Modern Homely 1 Bedroom Apartment near City Centre,212486897,Kamila,,Easter Road and Hawkhill Avenue,55.96054,-3.16923,Entire home/apt,140,2,6,2018-11-04,1.14,1,86
28131650,City Centre King Size Bed + Single in Town House,212252762,Daniel,,"Old Town, Princes Street and Leith Street",55.95664,-3.19013,Private room,39,1,57,2019-02-06,12.86,5,224
28133058,Cosy Edinburgh Flat in Great Location!,47359358,Samir,,Meadows and Southside,55.93777,-3.17958,Entire home/apt,50,2,10,2019-01-21,3.00,1,171
28143419,Quaint and cozy city centre apartment ideal for 3,56886021,Cheng,,"Old Town, Princes Street and Leith Street",55.95352,-3.18778,Entire home/apt,100,2,18,2019-02-04,3.75,1,9
28144874,New flat in Edinburgh Royal Mile,196013224,Vicente,,"Old Town, Princes Street and Leith Street",55.94973,-3.19044,Entire home/apt,145,2,18,2019-02-03,4.09,3,156
28145104,1 Bed Apt Sleeps 3 Staycity Edinburgh,192042948,Staycity Team,,Dalry and Fountainbridge,55.94259,-3.21392,Entire home/apt,199,1,0,,,3,365
28145320,Modern comfortable central apartment,206717138,Liz,,Easter Road and Hawkhill Avenue,55.96084,-3.17236,Entire home/apt,96,2,8,2019-02-10,1.59,1,195
28145501,2 Bed Apt Sleep 6 Staycity Edinburgh,192042948,Staycity Team,,Dalry and Fountainbridge,55.9424,-3.21226,Entire home/apt,500,1,0,,,3,356
28145820,Studio Apt Sleeps 2,192042948,Staycity Team,,Dalry and Fountainbridge,55.94223,-3.21368,Entire home/apt,199,1,1,2018-12-20,0.54,3,365
28147835,"Friendly, relaxed Royal Mile apartment",192139060,J,,"Old Town, Princes Street and Leith Street",55.95303,-3.18875,Private room,35,2,17,2019-02-11,3.23,1,14
28148757,Smart flat double bedroom in Central Edinburgh,192020424,Tim,,Meadows and Southside,55.94101,-3.20146,Private room,40,1,14,2019-01-27,4.72,2,46
28150265,Bright 2 Bedroom Edinburgh Apartment,44282425,Maria,,Hillside and Calton Hill,55.95866,-3.17794,Entire home/apt,40,2,23,2019-02-06,4.45,1,0
28151528,Edinburgh Entire Apartment close to tram line,180452089,Iona,,Stenhouse and Saughton Mains,55.93018,-3.27077,Entire home/apt,60,5,2,2019-01-02,0.74,3,137
28152464,SuperCentral! Cute homely flat just off Royal Mile,212645469,Sarah,,"Old Town, Princes Street and Leith Street",55.94909,-3.18378,Entire home/apt,61,2,14,2019-01-30,3.07,1,96
28154827,Edinburgh double Room in Apartment shared bathroom,180452089,Iona,,Stenhouse and Saughton Mains,55.93141,-3.27209,Private room,20,5,12,2018-11-19,2.22,3,151
28155149,Edinburgh Apartment bedroom 2 beds shared bathroom,180452089,Iona,,Stenhouse and Saughton Mains,55.9311,-3.26998,Private room,20,5,1,2018-11-30,0.39,3,148
28156536,Stylish 3 Bedroom Family Home with Garden,34755360,Roy,,"Inverleith, Goldenacre and Warriston",55.97002,-3.21472,Entire home/apt,120,2,4,2019-01-02,1.05,1,31
28157293,King Size Bed in Stunning City Centre Town House,212252762,Daniel,,New Town East and Gayfield,55.95772,-3.19128,Private room,35,1,55,2019-02-11,12.50,5,255
28159042,Beautiful Main Door Meadows Apartment,201840766,Frances,,Meadows and Southside,55.94344,-3.19763,Entire home/apt,150,2,18,2019-02-10,3.42,1,62
28168758,Spacious & Central Room ★ Torphichen Residence R10,13071175,Ryan,,Deans Village,55.94917,-3.21086,Private room,29,1,48,2019-02-09,9.80,17,202
28172680,Bright 1 Bed Home Near City Centre!,197488474,Isla,,Hillside and Calton Hill,55.95812,-3.17841,Entire home/apt,61,2,3,2019-01-27,1.84,1,86
28174723,Lovely 1 bed apartment - ideal base for 1/2 ppl!,23059497,Danielle,,Gorgie West,55.9384,-3.2368,Entire home/apt,60,3,3,2018-10-07,0.60,20,0
28181009,CENTRAL 1br APARTMENT 15min to Princes Street,87762710,Daniel,,Polwarth,55.93963,-3.22029,Entire home/apt,50,1,16,2019-01-23,3.14,13,4
28183868,Idyllic room,196214468,Jola,,Clovenstone and Wester Hailes,55.91342,-3.27871,Private room,35,2,1,2019-01-01,0.68,2,8
28192624,Private Room | King Size Bed | City Centre 1 Mile,41047709,Jo,,Broughton South,55.96346,-3.18807,Private room,29,2,37,2019-02-10,8.47,1,147
28194368,Beautiful Grand City Centre Apartment,21474193,Kaveh,,Deans Village,55.9515,-3.20933,Entire home/apt,184,2,25,2019-02-10,4.72,2,266
28194784,Big family room 15 min to City by bus,187276913,Aranza,,West Pilton,55.9715,-3.2489,Private room,24,2,4,2018-10-30,0.75,3,74
28200733,Large double bedroom,212996964,Avril,,Clermiston and Drumbrae,55.95725,-3.29632,Private room,35,2,3,2019-01-02,1.50,1,178
28210094,Sunny 2 Bed Flat in Edinburgh,210923526,Kathryn,,Leith (Hermitage and Prospect Bank),55.96635,-3.15412,Entire home/apt,65,1,6,2019-02-03,2.22,1,20
28214163,Lasswade road,80907666,Susan,,Hyvots and Gilmerton,55.90169,-3.14387,Entire home/apt,85,3,5,2019-01-02,0.99,1,178
28222108,"Two bed Apartment, heart of Edinburgh New Town",57161702,Judith,,New Town West,55.95696,-3.20032,Entire home/apt,80,2,16,2019-02-03,3.18,1,74
28225122,Superb Cosy Stockbridge Flat,213195436,Gregor,,Stockbridge,55.95921,-3.21413,Entire home/apt,66,2,7,2019-01-04,1.38,1,142
28226377,Family Bunglow+Parking &10-minutes to City Center.,213206060,Sue,,Prestonfield,55.93522,-3.16484,Entire home/apt,101,2,14,2019-02-10,2.94,1,128
28233733,Big bedroom close to city center with breakfast,190114375,George Mety,,Murrayfield and Ravelston,55.95572,-3.24355,Private room,35,2,12,2019-01-02,2.47,4,148
28237801,Bright Double bedroom near Fountainpark,73939706,Shaigala,,Polwarth,55.93856,-3.21944,Private room,22,1,37,2019-02-11,6.77,1,72
28239598,Double en suite/private living space,71928830,Jayne,,Marchmont West,55.93782,-3.19537,Private room,70,28,4,2018-10-15,0.75,1,59
28244662,Cozy Edinburgh Apartment,12699069,Lily,,Hillside and Calton Hill,55.95961,-3.1755,Private room,40,2,4,2019-02-10,0.75,1,3
28248443,Delightful West End Mews Apartment,42716009,The Mews Company Edinburgh Ltd,,Deans Village,55.95221,-3.21444,Entire home/apt,80,2,1,2019-01-04,0.73,6,323
28251415,Luxury Edinburgh Family Detached House,213383129,M,,"Jewel, Brunstane and Newcraighall",55.93412,-3.10822,Entire home/apt,95,1,15,2019-02-07,2.94,1,277
28262677,Light bedroom with a private bathroom,40304304,Eva,,Bonnington,55.96913,-3.18509,Private room,30,2,1,2018-10-30,0.28,1,0
28273346,Positive vibe,45344733,Izabela,,Gilmerton South and the Murrays,55.89856,-3.16284,Private room,20,2,0,,,1,90
28276000,"Ground floor flat, free parking, great access",42223862,Caroline,,Marchmont East and Sciennes,55.93823,-3.18241,Entire home/apt,50,1,9,2019-02-10,5.87,1,22
28276559,Nice and spacious room 15 min to City by bus,187276913,Aranza,,West Pilton,55.96996,-3.24811,Private room,24,1,1,2018-09-10,0.19,3,43
28293676,Beautiful Edinburgh Flat in Leith near the Shore,209527168,Kevin,,The Shore and Constitution Street,55.97565,-3.16617,Entire home/apt,95,1,2,2019-01-02,0.68,3,174
28297654,Bright & Cosy Double Bedroom - West Edinburgh,213698087,Michael,,Gorgie East,55.94113,-3.23077,Private room,30,2,21,2019-02-08,3.99,1,83
28301996,★ Cosy & Central Room ★ Edinburgh Apartment  R1,147948837,Assean,,Tollcross,55.94724,-3.2122,Private room,33,1,50,2019-02-04,10.07,6,125
28302601,Stockbridge Town House,46400877,Henry,,Stockbridge,55.95944,-3.20732,Entire home/apt,475,5,0,,,1,132
28305653,Diamond - The Upper Craigour Royal Infirmary House,65736705,Diamond Serviced,,Fernieside and Moredun South,55.91649,-3.13139,Entire home/apt,80,2,0,,,2,340
28308107,Edinburgh Broughton Rd Apartment,54714349,Jane,,Broughton North and Powderhall,55.96236,-3.19447,Entire home/apt,75,1,8,2019-02-13,1.67,15,133
